HOLDTIME 2.00
RESPWIN 1.20
REWTIME 0.10
TOTIME 7.00
2085280 TRIAL1
2091052 TT32
4105264 TON
4245736 STIMON
5264428 STIMOFF
6264428 RESPOFF
6264888 CORRECTREJECT
6265408 TOFF
6265832 TRIAL2
6269992 TT10
8284200 TON
8413664 STIMON
9432352 STIMOFF
10432352 RESPOFF
10432864 CORRECTREJECT
10433428 TOFF
10433904 TRIAL3
10442116 TT10
12458032 TON
12540592 STIMON
13559316 STIMOFF
14559316 RESPOFF
14559828 CORRECTREJECT
14560400 TOFF
14560868 TRIAL4
14569068 TT10
