HOLDTIME 2000.00
RESPWIN 1704.12
REWTIME 1215.75
TOTIME -796.69
103260 TRIAL1
119092 TT32
132416 TON
399960 STIMON
1418656 STIMOFF
1418656 RESPOFF
1419584 CORRECTREJECT
1420108 TOFF
1425220 TRIAL2
1441888 TT10
1456452 TON
1904148 STIMON
2922868 STIMOFF
2922868 RESPOFF
2923796 CORRECTREJECT
2924320 TOFF
2929436 TRIAL3
2946104 TT10
2960672 TON
3441232 STIMON
4459956 STIMOFF
4459956 RESPOFF
4460888 CORRECTREJECT
4461412 TOFF
4466516 TRIAL4
4483188 TT10
4497752 TON
4816588 STIMON
